TimeStamp, ElapsedTime, frame #, FPS, logSize, QRDetection Status, isReplayed, PETOutputs
2026-08-2--19-50-46,0,54,8,11114,False,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"1"|"pairs_total":"1"|"ms_face":"85.991"|"ms_palm":"37.531"|"ms_pose":"23.34"|"ms_blur":"0"|"ms_total":"152.294"|"faces":[{"id":"2"|"bbox":"(607.652|378.61|62.075|80.408)"|"c":"(638.69|418.814)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"Unknown"|"stable":"0"|"stableCnt":"0"|"stableReq":"0"|"toggle":"none"|"why":""}]}
2026-08-2--19-50-46,0,55,7,11516,False,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"1"|"pairs_total":"1"|"ms_face":"74.361"|"ms_palm":"39.485"|"ms_pose":"25.353"|"ms_blur":"0"|"ms_total":"143.113"|"faces":[{"id":"2"|"bbox":"(607.549|378.21|61.915|80.258)"|"c":"(638.507|418.339)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"Unknown"|"stable":"0"|"stableCnt":"0"|"stableReq":"0"|"toggle":"none"|"why":""}]}
2026-08-2--19-50-46,0,56,7,11918,False,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"1"|"pairs_total":"1"|"ms_face":"73.653"|"ms_palm":"37.782"|"ms_pose":"22.191"|"ms_blur":"0"|"ms_total":"135.439"|"faces":[{"id":"2"|"bbox":"(607.07|377.022|61.978|80.394)"|"c":"(638.059|417.219)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"Unknown"|"stable":"0"|"stableCnt":"0"|"stableReq":"0"|"toggle":"none"|"why":""}]}
2026-08-2--19-50-46,0,57,6,12321,False,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"1"|"pairs_total":"1"|"ms_face":"74.558"|"ms_palm":"36.958"|"ms_pose":"22.609"|"ms_blur":"0"|"ms_total":"135.538"|"faces":[{"id":"2"|"bbox":"(604.292|372.724|64.319|85.066)"|"c":"(636.451|415.257)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"Unknown"|"stable":"0"|"stableCnt":"0"|"stableReq":"0"|"toggle":"none"|"why":""}]}
2026-08-2--19-50-46,0,58,6,12933,False,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"70.332"|"ms_palm":"40.473"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"112.159"|"faces":[{"id":"1"|"bbox":"(735.722|330.893|75.913|89.988)"|"c":"(773.679|375.887)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(605.534|370.747|63.645|81.825)"|"c":"(637.357|411.66)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-50-46,0,59,6,13547,False,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"81.527"|"ms_palm":"40.335"|"ms_pose":"0"|"ms_blur":"0.001"|"ms_total":"126.2"|"faces":[{"id":"1"|"bbox":"(737.552|331.844|73.707|88.23)"|"c":"(774.405|375.959)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(606.485|371.167|62.119|81.522)"|"c":"(637.544|411.928)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-50-46,0,60,6,14157,False,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"0"|"pairs_total":"0"|"ms_face":"67.209"|"ms_palm":"40.124"|"ms_pose":"0"|"ms_blur":"0"|"ms_total":"108.575"|"faces":[{"id":"1"|"bbox":"(738.482|330.645|74.256|89.252)"|"c":"(775.61|375.271)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}|{"id":"2"|"bbox":"(607.067|372.33|61.33|77.851)"|"c":"(637.732|411.255)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"None"|"stable":"0"|"stableCnt":"0"|"stableReq":"2"|"toggle":"none"|"why":"noPalmMatched"}]}
2026-08-2--19-50-46,0,61,6,14558,False,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"1"|"pairs_total":"1"|"ms_face":"72.198"|"ms_palm":"39.607"|"ms_pose":"24.982"|"ms_blur":"0"|"ms_total":"141.564"|"faces":[{"id":"2"|"bbox":"(606.99|372.842|61.151|80.456)"|"c":"(637.565|413.07)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"Unknown"|"stable":"0"|"stableCnt":"0"|"stableReq":"0"|"toggle":"none"|"why":""}]}
2026-08-2--19-50-46,0,62,6,14963,False,False,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"1"|"pairs_total":"1"|"ms_face":"84.939"|"ms_palm":"40.84"|"ms_pose":"22.094"|"ms_blur":"0.001"|"ms_total":"149.768"|"faces":[{"id":"2"|"bbox":"(608.024|374.95|60.057|78.307)"|"c":"(638.052|414.103)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"Unknown"|"stable":"0"|"stableCnt":"0"|"stableReq":"0"|"toggle":"none"|"why":""}]}
2026-08-2--19-50-46,0,63,6,15365,False,True,{"t_ms":"0"|"faces_total":"2"|"faces_active":"2"|"faces_invalid":"0"|"palms_total":"1"|"pairs_total":"1"|"ms_face":"69.512"|"ms_palm":"42.018"|"ms_pose":"23.039"|"ms_blur":"0"|"ms_total":"136.146"|"faces":[{"id":"2"|"bbox":"(608.719|374.238|60.537|79.12)"|"c":"(638.988|413.798)"|"active":"1"|"obf":"0"|"palm":"-1"|"g":"Unknown"|"stable":"0"|"stableCnt":"0"|"stableReq":"0"|"toggle":"none"|"why":""}]}
